person	victimise	imputable	incapability	bad_person	rejection	unpleasantness	ignorance	attachment	unbeneficial	negligence	hate	laziness	remonstration	devoutness
retail_trade	profits	assets	net_earnings	retailing	net_income	motion	tortuous	commercial_transaction	genetic_information	sales	goods_and_services	computer_software	corporation	asset
person	biological_group	sportsperson	predisposition	slaughtering	disagreeable_person	calorific	group_behaviour	political_organization	propensity	political_organisation	applied_science	natural_action	mixture	liquid_state
person	piece_of_work	educator	one_person	university_professor	producer	appointment	academician	educational_consultant	professor	prizewinner	campaigner	molecular_biologist	written_document	biomolecule
person	misconduct	offence	criminal_offense	actus_reus	wrongful_act	injured_party	wrongdoer	wrongdoing	crime	criminal	whoever	misdemeanor	felony	victim
animal	anatomical_structure	body_part	vegetable	person	vascular_tissue	tree_of_life	body_structure	plant_material	vascular_system	soya_bean	natural_shape	leguminous	plant	home_garden
person	researcher	teacher	university	educator	worker	participant	reader	scholar	firm	city	marketer	center	company	work_of_art
person	manorial	capital	census_bureau	feudal_lord	juridical_person	landed_property	piece_of_land	mapmaking	computer_file	monetary_unit	locus	landholding	slave	company
work_of_art	plaster	floor_plan	person	building_site	figure	competent_person	picture	building_material	stone	surface	clay	artifact	medical_facility	tower
person	motion	work_of_art	owner	quantitative_relation	sportsperson	biological_group	physical_property	transferred_property	sale	attachment	competitor	private_foundation	imaginary_being	seller
computer	computing_machine	computer_program	computer_code	computer_chip	computer_circuit	circuitry	electronic_device	circuit_board	integrated_circuit	electronic_circuit	electrical_network	printed_circuit	electrical_device	micro_chip
social_event	group_event	social_occasion	social_function	religious_ritual	festivities	social_gathering	religious_art	work_of_art	race	fine	feasting	athletic_contest	function	unity
retail	person	retailing	outlet_store	sports_venue	shopping_mall	consumer	transportation_stop	retail_store	marketplace	leisure_area	sales_outlet	department_store	market_place	shop_at
code	color_wheel	computer_program	coding_system	computer_code	binary_relation	storage_medium	graphic_symbol	computer_software	computer_file	primary_color	alphabetic_character	natural_phenomenon	counting_number	work_of_art
equipment	parcel_of_land	storage	cartography	facilities	constructed_structure	piece_of_land	facility	transmission	arable	landscape_type	irrigable	map	plot_of_land	surface
person	sexual_organ	armed_combat	military_man	combatives	constituent	mathematician	referee	representative_assembly	third_person	goalkeeper	combatant	transmission_channel	superordinate	delegate
work_of_art	fluid	storage	gas_exchange	cell_membrane	athlete	component	transfer	sale	vascular_system	person	liquid_state	vessel	mechanism	assets
person	sociology	work_of_art	academic	show	episode	mystery_story	electronic_media	app	student	school	animal	public_relations	identity	story
person	work_of_art	record_album	motion	function	story	picture	fictional_character	board	title	piece_of_work	arrangement	book	show	signaling
parcel_of_land	building_site	landing_field	township	access_road	the_tower	hangar	surface	piece_of_land	map	construction_site	station_building	roadway	work_of_art	public_building
person	work_of_art	educator	teacher	cricketer	writer	instructor	scholar	researcher	sportsperson	computer_program	fictional_character	competitor	athlete	guru
work_of_art	person	picture	competent_person	building_material	surface	photo	figure	bottom	composite	type	astronomical_object	manufacturer	inset	electrical_appliance
person	computer_program	computer_code	computer_programme	software_program	writer	computer_software	software	app	coding_system	work_of_art	television_producer	computer	novel	imaginary_creature
person	work_of_art	electronic_media	show	novel	travel	print_media	computer_game	book	move	piece_of_work	mechanism	film	video_recording	motion_picture
computer	software	computer_program	computing_device	software_program	computer_software	peripheral_equipment	personal_computer	operating_system	game_console	computer_code	pc	computer_system	computer_programme	computing_machine
person	boss	business_executive	company	chief	social_event	presenter	leader	corporate_executive	researcher	educator	piece_of_work	firm	competitor	writer
person	musician	social_event	singer	album	rock_band	work_of_art	piece_of_music	piece_of_work	leader	musical_composition	guitarist	town	record_company	jimi
person	linen	pear	work_of_art	body_covering	fabric	woollen	clothing	wearing_apparel	suit_of_clothes	body_part	wool	conservator	trouser	working_man
legal_entity	corporation	juridical_person	place_of_business	business_enterprise	worker	word_class	syntactic_category	binary_relation	llc	subsidiary_company	working_man	legal_name	legal_person	controlling_interest
person	airplane	travel	traveling	aboard	travelling	landing	ship	crew_member	aeroplane	transportation	mode_of_transport	work_of_art	installation	sailing_ship
person	title	leader	chief	decision_maker	one_person	boss	written_document	supervisor	political_leader	military_unit	piece_of_work	administrator	work_of_art	story
person	natural_phenomenon	phenomenon	writer	natural_process	story	piece_of_work	university	response	motion	scientific_method	state	communication_medium	evidence	biological_group
person	crewmember	underwater_diving	biological_group	illness	piloting	voyage	crew	the_pilot	aboard	nasa	expedition	navigator	astronomer	moon
light_beam	solar_system	astronomical_object	binary_system	cube	celestial_body	moon_around	particle_detector	astroid	low_orbit	interplanetary_space	spherical	diffraction_grating	planetary	zodiacal
cricketer	competitor	sportsperson	work_of_art	sport	person	sportswoman	actor	footballer	athlete	equestrianism	team	type_of_sport	sporting_life	musician
person	piece_of_work	record_album	tragedy	album	broadcast	newspaper	musical_work	news	sponsor	bail	periodical	locale	team	rock_band
software_program	computer_program	computer_code	software_package	software	coding_system	utility_program	software_application	application_program	utility_software	computer	storage_device	desktop	compatible_software	operating_system
narration	piece_of_work	mythology	written_document	imaginary_being	technical_specification	intrinsic_brightness	work_of_art	fault	unrighteousness	moving_picture	person	pic	moon	image
computer_program	software_program	person	computer_code	computer_software	computing_machine	computer_system	written_communication	information_processing_system	natural_language_processing	computer_file	service_provider	researcher	computer_language	artificial_language
astronomy	computing_device	application_program	telecommunication_system	rock_group	person	planetary_science	designated_place	computer_code	school_building	planetarium	forefather	data_processing	space_physics	public_building
person	computer_program	computer_code	parent_company	work_of_art	station	company	software_program	competitor	motion	mechanism	physical_property	sales	commercial_bank	market_share
person	computer_program	participant	military_unit	communication_medium	staff_member	title	military_group	mathematical_process	transmission_channel	computer_file	work_of_art	combatant	information_processing_system	team
person	work_of_art	hair_style	fashion_consultant	clothing	hairstyle	clothes	actor	businesswoman	woolen	athlete	contestant	footwear	politician	hairstylist
person	wrongful_conduct	working_man	bad_person	penalty	work_of_art	wrongful_act	motion	negligence	mistake	injury	fault	breach	misdeed	malfeasance
person	computer_program	sportsperson	amateur	type_of_sport	competitor	explorer	sportswoman	sport	fictional_character	jockey	jock	crew_member	cricketer	cartoon_character
person	corporation	company	firm	worker	based	consumer	juridical_person	detailed	form	computer_program	statistics	foundation	legal_entity	written_communication
person	computer_program	corporation	company	computing_machine	software_program	firm	services	enterprise	business_organization	customer	computer_system	corp	market_leader	network
person	work_of_art	olympic_sport	sport	type_of_sport	figure	software_program	picture	group_event	competitor	channel	record_album	show	musical_composition	team
person	city	judge	title	investor	judicial_system	juridical_person	justice	figure	crime	framing	legal	question	piece_of_ground	capital
map	surface	natural_action	pictograms	fluid	chemical_change	photograph	rock	physical_change	chemical_reaction	work_of_art	function	physical_property	flow	shape
person	board	residence	attend	governing_body	attending	accreditation	college_student	college	social_event	public_building	family_unit	living_space	council	school_building
work_of_art	person	social_function	facial	theatre	bodily	hairstyle	moving_picture	artistic	complexion	literary_composition	nonverbal_communication	drama	novel	personality
designated_place	local_road	parcel_of_land	map	means_of_transport	transport	means_of_transportation	body_of_water	granular_material	vehicle	mode_of_transport	work_of_art	pulpwood	city_map	unincorporated_area
person	competent_person	anatomically	crew_member	work_of_art	athlete	crewmember	sport	competition	olympic_sports	sportsperson	sportswoman	motion_picture	female_child	type_of_sport
work_of_art	person	parcelling	public_building	textile	picture	show	sew_together	nightwear	pic	clothing	clothes	floral_design	sanitary_condition	piece_of_land
person	work_of_art	group_event	incline	travel	transportation	mechanism	motion	waterbody	movement	map	transport	album	social_event	piece_of_work
plant	plant_product	plant_variety	perennial	green_goods	food_product	annual_plant	herbaceous_plant	edible_fruit	yerba_mate	woody_plant	the_seed	tomato_plant	edible	seed
disorder	biological_group	genotype	susceptibility	morphogenetic	disease	locus	therapeutically	preformation	stimulus	fungal	mechanism	genetic	medicinal_drug	planetree
person	company	university	township	educational_institution	designated_place	firm	capital	work_of_art	academy	student	city	parcel_of_land	state	school
computer_program	person	computing_machine	computer_software	electrical_appliance	ibuka	software_program	mechanisation	electronic_communication	telecommunication	telecommunication_equipment	mercantile_system	company	household_appliance	telecommunications
histories	word_picture	title	understanding	sealife	primitive_art	musical_rhythm	function	unauthentic	point_of_reference	human_language	life_history	visual_art	concreteness	polymorphemic
natural_phenomenon	phenomenon	person	work_of_art	physical_phenomenon	mechanism	observable	forms_of_energy	technical_specification	natural_process	computer_code	function	dimensionless_quantity	physiological_reaction	information_processing_system
motion	person	attachment	rejection	function	hostility	destruction	predisposition	denial	coding_system	argument	bodily_process	work_of_art	possession	aversion
person	chief_of_state	producer	head_of_state	head_of_government	family_name	business_organization	leader	boss	group_event	political_leader	actor	chief	sportsperson	owner
sanitary_condition	manual_labour	food_market	regular_coffee	drink	retail	retailing	cup_of_joe	clothing	workingman	world_market	drinkable	storage_medium	foodstuff	storage
person	producer	moving_picture	work_of_art	record_album	channel	transmission_channel	movie	film_making	transmission	motion_picture	pic	show	band	studio_album
person	state	biological_group	making	possession	research	function	company	evidence	group_event	armed_combat	parcel_of_land	personnel	military_unit	method
person	motion	mechanism	picture	work_of_art	function	form	social_event	show	record_album	calculation	tv_show	outlet	transmission	transport
animal	plant	animal_material	person	prehistorical	native_plant	laboratory	leaf	chinchorro_mummies	windblown	mammal	sheep	edible	grass_family	seed
herbaceous_plant	plant_product	plant	organically	plant_part	jatropha	perennial	aromatic_plant	plant_material	seed	plant_structure	medicinal	confectionary	annual_plant	yerba_mate
plant	person	chemical_process	hayekian	manufacturer	crop	biological_group	biotechnologist	physical_property	grain	jointing	worker	agronomist	natural_process	specifications
person	military_group	combatant	armed_forces	mercenaries	paramilitary_force	military	military_unit	military_force	sportsperson	armed_combat	military_service	military_organization	civilian	war
record_album	pic	vehicle	film	picture	local_department	channel	rock_band	moving_picture	movie	storage_medium	motor_vehicle	protective_covering	transportation	transmission
body_of_water	building_site	open_air	public_transport	shopping_centre	plot_of_land	dimensional	floor_plan	train_station	flight_of_stairs	department_store	shopping_mall	waterbody	guesthouse	tourist
body_of_water	stream_channel	embankment	building_site	slope	roads	means_of_transport	pondage	paved_surface	streambed	access_road	causeway	expressway	sloping	sea_water
person	computer_program	computer_code	company	technology	work_of_art	computer_software	computer_programme	computer	firm	software_program	computing_machine	computer_chip	software	capital
person	actor	work_of_art	producer	television_producer	sportsperson	film_director	social_event	flick	film_maker	one_person	sport	competitor	moving_picture	fictional_character
person	boss	actor	leader	chief	competitor	business_executive	work_of_art	associate	organizer	social_event	contestant	politician	interview	teacher
natural_phenomenon	person	philosophical_system	phenomenon	branch_of_science	scientific_method	experiment	biological_group	research	economic_science	written_record	explanation	adaptedness	researcher	military_unit
person	phenomenon	title	personally	work_of_art	educator	mind	life_story	writer	guru	leader	bookman	personal	freethinker	thinker
person	social_event	city	school	station	centre	middle_school	group_event	state_school	transport	theater	public_building	town	transportation	capital
chemical_reaction	phenomenon	chemical_process	chemical_change	chemical_action	physical_change	natural_phenomenon	gas	sanitary_condition	chemical_bond	function	temperature	mechanical	chemical_group	waste_product
software_program	person	computer	using	computer_program	company	book_cover	book	paper	computer_software	information_system	computer_file	work_of_art	piece_of_work	computerise
person	state	political_organisation	government	cartography	biological_group	state_government	mapmaking	parcel	island_country	gov	political_organization	book	title	work_of_art
person	work_of_art	motion	picture	station	regular_payment	written_record	transport	plant	locale	point_of_interest	mode_of_transport	tourist	movement	time_period
person	work_of_art	biological_group	natural_phenomenon	brand	singer	computer_programme	piece_of_work	company	rocker	title	rock_band	venture	actor	technical_specification
person	work_of_art	company	firm	medium	making	worker	picture	leader	supervisor	capital	illustration	university	city	enterprise
person	phenomenon	natural_phenomenon	work_of_art	book	observable	physical_phenomenon	reader	state	communication_medium	sport	team	philosophy	social_event	answer
person	piece_of_work	writer	playwright	dramatist	work_of_art	visual_arts	producer	drama	movie_maker	sport	fiction	visual_art	social_event	novelist
communication_medium	social_control	combatant	musical_organization	armed_combat	noncombatant	warring	battle	war	locus	military_force	political	military_branch	military_operation	political_organization
person	juridical_person	musical_organization	mapmaking	politician	leader	decision_maker	political_leader	firm	city	locus	religious_leader	chief	high_status	jurisconsult
person	written_document	title	rough	child	artifact	description	worker	basket	athlete	illness	writer	disability	measuring_device	overgarment
work_of_art	biological_group	movement	person	record_album	floral_design	locus	novel	storage_medium	motion	processing	binary_relation	perceptual_experience	musical_composition	mechanism
person	scheme	parcelling	state	federal_office	organised	facility	unicameral_legislature	reservation	political_economy	united	corporation	employee	cartography	parcel_of_land
social_control	oneself	group_behaviour	criminal_offence	crime	piece_of_music	person	offence	body_part	bad_person	political_organization	penalization	maltreatment	offender	political_organisation
woody_plant	plant	jointing	plant_family	horsetail	ferns	eucalyptus_tree	native_plant	plant_part	gymnosperm	plant_community	plant_structure	vascular_tissue	annual_plant	wildflower
natural_phenomenon	phenomenon	physical_phenomenon	work_of_art	application	illness	technology	radiation	medicine	optical_device	surface	photograph	disease	manufacturer	observable
person	female_child	surgical_operation	reoccurrence	sick_person	predisposition	disaster	offence	written_document	tragedy	wrongful_conduct	evidence	title	wrongdoer	locus
person	computer_programme	work_of_art	computer_program	picture	information_processing_system	computer_code	home_appliance	company	electrical_appliance	video_game_console	software_program	video_game	videogaming	pc_game
natural_phenomenon	phenomenon	physical_phenomenon	work_of_art	contraction	dimensionless_quantity	motion	function	observable	movement	bodily_structure	illness	shape	measuring_instrument	logical_thinking
person	land_site	parcel_of_land	piece_of_land	building_site	map	competent_person	body_of_water	surface	town	locale	piece_of_ground	protected_natural_area	plot_of_land	transport
body_of_water	person	parcel_of_land	animal	piece_of_land	waterbody	public_park	conservation_area	plot_of_land	natural_park	tourist	river	pond	town	locale
person	actor	rock_band	piece_of_music	storage_medium	studio	digital_media	musical_composition	transmission_channel	musical_work	music_genre	theatre	photography	business_organization	vocalist
person	parcel_of_land	piece_of_land	work_of_art	dispute	plot_of_land	public_building	image	surface	instance	sculpture	state	building_site	appearance	constructing
sanitary_condition	phenomenon	natural_phenomenon	research	livelihood	clothing	parcelling	capitalist	economics	workers	technology	fabric	motion	work_in	natural_resources
chemical_process	biological_group	soil_structure	biomolecule	phosphate	molecular_entity	acid	processing	crystal_structure	premix	simple_sugar	chemical_action	solid_solution	animal	soil_type
work_of_art	handloom	textile	textile_industry	cookware	protective_covering	conservator	threshing	suit_of_clothes	manufactory	grain	labourer	rayon	surface	clothing
person	computer_programme	work_of_art	computer_program	picture	information_processing_system	computer_code	home_appliance	company	electrical_appliance	video_game_console	software_program	video_game	videogaming	pc_game
musical_organization	channel	biological_group	transmission	animal	rock_group	alcohol	locus	record_album	domestic_animal	carnivore	rock_band	heroin	soft_drug	band
person	transportation_stop	public_transport	passageway	point_of_entry	company	throughway	corporation	outlet	distribution	terminal	parcel_of_land	infrastructure	public_utility	service
person	body_part	olympic_sport	work_of_art	sportsperson	olympic_sports	competitor	sport	sportswoman	social_event	type_of_sport	actor	boss	athlete	coach
person	religious_leader	political_organisation	student	liberal	scholar	sociology	faculty_member	political_organization	social_event	lecturer	school	economics	politics	university
person	parcel_of_land	piece_of_land	public_building	group_event	parcel	government_building	town	constructed_structure	city	stone	piece_of_ground	medical_facility	facility	township
skin	breathe_in	human_body	animal	work_of_art	muscle_contraction	contagious_disease	rock_group	body_part	chemical_bond	muscular_contraction	inherited_disease	heredity	chemical_reaction	crystallise
person	competent_person	suit	clothes	sportsperson	clothing	wearer	shoes	fashion_consultant	jacket	body_part	pants	conservator	fleece	work_of_art
animal	hair_style	pig	hairstyle	internal_organ	body_of_water	contestant	illness	waterbody	organs	aquatic	disease	facial	respiration	anatomy
person	animal	painter	competent_person	work_of_art	owner	domestic_animal	dog	horseback_rider	domestic_dog	designer	sculptor	horse_trainer	figure	horse
unskilled	sanitary_condition	manual_labor	labour_force	labor_force	mechanisation	semiskilled	manual_labour	landed_property	labor_resources	drudgery	labour_market	parcelling	usufruct	labor_market
person	instructor	student	writer	scholar	course_of_study	social_event	college_student	university	associate	participant	college	school	chief	dean
person	computer_programme	work_of_art	computer_program	picture	information_processing_system	computer_code	home_appliance	company	electrical_appliance	video_game_console	software_program	video_game	videogaming	pc_game
rices	confectionary	plant	woody_plant	mapmaking	parcel_of_land	paving_material	perennial	stratum	art_of_cooking	public_building	historic_house	soil	head_cook	molding
linguistic	human_language	biological_group	linguistics	ordinary_language	sexual_organ	philosophy_of_language	teleologically	hearer	intellection	bodily	relatedness	symbolisation	biomedical	noumenon
work_of_art	pencil	artwork	book_cover	person	combatant	military_force	military_unit	figure	military_branch	piece_of_work	fault	picture	go_to_war	symbolization
person	chief_of_state	religious_leader	decision_maker	sick_person	advocate	written_document	leader	personally	chief	head_of_government	head_of_state	member_of_parliament	incapacitated	political_leader
person	writer	dramatist	television_producer	storyteller	playwright	educator	poet	broadcaster	actor	producer	filmmaker	cricketer	athlete	novelist
husbandry	worker	laboratory	animal	disease	heredity	radiation	female_child	vivisection	working_man	herbicide	illness	animal_testing	drug	safety
woollen	fabric	wool	clothing	wearer	conservator	footwear	cloth	textile	woolen	abrasion	natural_fibre	knitted	dry_clean	upholstery
city	state	capital	country	parliamentary_democracy	government	piece_of_land	gov	city_district	surname	mathematical_process	public_building	republic	government_building	mapmaking
broadcast	person	journalist	piece_of_work	broadcasting	broadcaster	newspaper	record_album	evening_newspaper	radio_broadcast	commentator	transmission	telecasting	talk_show	lyricist
person	cambium	work_of_art	movie_maker	social_event	channel	confectionary	stevedore	picture_show	pic	piece_of_work	transmission_channel	rock_band	wrongdoer	sociology
person	transport	parcel_of_land	motion	township	transportation_stop	transportation_system	land_site	natural_elevation	station	movement	train_depot	city	public_building	protected_natural_area
person	plant	woody_plant	native_plant	plant_family	plant_community	leaf	angiosperm	perennial	tree_of_life	juridical_person	cultivated_plant	painter	tracheophyte	plant_part
moving_picture	social_event	person	phenomenon	sixth_sense	supernatural	sensation	mind	work_of_art	likeness	science_fiction	show	channel	expression	cosmos
computer_program	person	computing_machine	computer_code	type_of_sport	computer_system	computer	computer_network	software_program	communication_medium	computer_language	constructed_language	storage_medium	computing_device	formal_language
person	musical_organization	record_album	work_of_art	locus	technology	recording	mechanism	album	locale	religious_ritual	human_language	transmission_channel	musical_composition	making
flight_of_stairs	milady	campong	bodily_process	vestibule	entrance	hatchway	unclasp	wash_room	stairs	female_person	trapdoor	toilet_facility	shower_room	body_process
computing_machine	mechanical_assembly	computer_code	electronic_computer	electrical_device	electrical	means_of_transportation	electronic_device	amperage	computing_device	electric_circuit	electric_energy	appliance	durable_good	equipment
person	social_event	actor	cricketer	sportswoman	sportsperson	thespian	athlete	television_producer	educator	film_director	crew	trainer	politician	showman
person	teacher	educator	course_of_study	producer	software_program	trader	business_school	business_executive	computer_program	binary_relation	business_organization	engineering_physics	engineering_science	residence
person	misconduct	writer	offence	wrongdoing	actus_reus	wrongful_conduct	truthtelling	injured_party	transmission_channel	breach	wrongful_act	culpable	penalization	punishable
person	work_of_art	cricketer	sport	competitor	sportsperson	type_of_sport	team	amateur	olympic_sport	musician	channel	county_cricket	footballer	leader
person	clothing	clothes	picture	fabric	work_of_art	wear_on	piece_of_work	rocker	shoes	woollen	making	nightwear	make	pic
person	competent_person	medical_practitioner	chief	professional_person	educator	scholar	political_leader	leader	professor	educationist	faculty_member	lecturer	public_administration	business_organization
person	educator	natural_phenomenon	phenomenon	work_of_art	practitioner	information_processing_system	health_facility	written_communication	software_program	instructor	student	computer_software	verbal	child
bad_person	polity	offence	governance	crime	political_organisation	offender	criminal	government	criminal_offence	punishable	penalty	form_of_government	judicial_system	politics
person	consciousness	athlete	sense_impression	mind	mental_capacity	sense_data	locus	skin_colour	mindfulness	bodily_process	sick_person	hallucinating	healthiness	dosha
person	firm	corporation	company	worker	marketing	business_organization	consumer	corporate	business_organisation	employee	retailing	healthcare	market	sales
person	noncombatant	military_branch	combatant	civilian	warring	musical_work	armed_combat	military_force	war	enlistee	work_of_art	soldier	military_man	military_unit
person	work_of_art	firm	competitor	piece_of_work	brand	writer	fictional_character	television_producer	photographer	company	brand_image	actor	picture	painter
person	work_of_art	animal	figure	surface	painting	piece_of_music	textile	image	plot_of_land	equipment	group_event	illness	medical_facility	child
person	worker	method	pressure	mechanisation	asset	natural_process	mechanism	measurement	placement	function	management	dimensionless_quantity	body_structure	cushion
person	caste	political_organization	form_of_government	biological_group	brahmin	chief_of_state	aristocrat	american_state	imperial	shudra	political_organisation	disagreeable_person	noblewoman	republic
person	competent_person	parcel_of_land	landing_field	group_event	piece_of_land	social_control	social	sick_person	strike_out	figure	public_building	work_of_art	capital	locale
person	work_of_art	mechanism	motion	group_event	team	sport	contestant	picture	record_album	team_sport	business_organization	photographer	piece_of_work	board
public_building	flight_of_stairs	floor	exterior	floor_plan	stairs	enclosure	living_space	curved_shape	placement	flooring	beauty_parlour	seating	clothes	furniture
