concealment	uselessness	wrongfulness	person	utter	worthlessness	thoughtlessness	aggression	inflict	wrongness	misdeed	provocation	annoyance	reasoning	ignorance
person	making	social_control	war	function	cost	physical_system	communication_medium	gov	piece_of_work	termination	measure	movement	component	example
foodstuff	nonalcoholic	vitis_vinifera	drink	person	beverage	meal	healthy	alcoholic_drink	good_health	beer	intoxicant	consumption	perennial	health
blockage	obstruction	barrier	impediment	natural_disaster	termination	sickness	dangers	person	fluid	overissue	disposal	emptying	cause_of_death	failure
person	moving_picture	story	video	city	animal	work_of_art	surname	tv_series	reputed	contestant	drama	family_name	record_album	foodstuff
political_organization	social_control	research	cartography	database_management_system	picture	legal_principle	social_activity	communication_medium	locale	termination	polity	devising	mapmaking	specifications
architect	person	mechanical_engineer	sculptor	builder	engineer	architectural_engineering	administrator	shop_floor	interior_decorator	building_complex	engineering	public_building	scholar	installation
designated_place	cartography	chemical_action	water_line	limpet	cause_of_death	building_material	surface	fluid	health	warfare	debris	vessel	combat	sea_bottom
literary_agent	writer	person	novelist	ghostwriter	publicist	lyricist	publishing_company	coworker	essayist	playwright	short_story_collection	researcher	educator	television_producer
train_station	designated_place	criminal_offense	public_building	broadcast	annulment	motion_picture	television	homicide	military_installation	ground_transportation	musical_work	musical_group	contract_in	killer
person	lawyer	public_building	decision_maker	social_event	justice	politician	juridical_person	legal_expert	social_control	jurist	presiding	party	musician	family_relationship
political_organization	country	republic	person	organic_law	social_control	political_organisation	investigating	crime	political	polity	gov	social_order	politics	political_system
person	locale	social_control	social_event	transferred_property	mapmaking	state	knowledge_organization	moving_picture	political_organization	social	cartography	picture_show	social_activity	investigating
bodily_function	breath	chemical_action	natural_phenomenon	bodily	mental_strain	muscle_contraction	bodily_structure	breathing_out	muscular_contraction	sensation	breathe_out	exhale	physical_phenomenon	pain
state_of_matter	undetached	natural_action	abstract_object	moiety	molecular_entity	person	atom	subatomic_particle	recessive	dna	genetic_marker	embryo	female	progeny
person	enterprise	venture	businessman	corporation	metropolitan	architect	city	parish	insane_asylum	firm	partner	educator	partnership	scholar
person	written_word	scholar	human_language	speech	written_document	title	poet	psychological_manipulation	justice	spoken_word	religious_leader	learned_person	single_person	philosophy
commodity_money	net_earnings	mclibel_case	enterprise	high_finance	net	economic_sector	profits	data_warehousing	internet_site	obstacle	monetary	fraud	corporate	net_profit
animal	animal_product	tranquilliser	goody	disease	blood_line	foodstuff	plant	chemical_process	skin_color	health	husk	glycation	strength	weanling
biotechnologist	economist	researcher	medical_doctor	person	academician	corporate_executive	professor	economic_science	pharmaceutical_company	colleague	piece_of_work	biomedical_scientist	company	business_executive
moving_picture	person	offence	wrongfulness	accident	criminal_offence	criminal_offense	offense	unlawfulness	lawbreaking	obstruction	prosecution	criminal	absolute_liability	justice
plant_part	plant	citrus_fruit	vegetable	foodstuff	plant_material	animal	edible	seed	bananas	cannabis_sativa	food_product	flavouring	herbaceous_plant	animal_tissue
person	research	worker	researcher	enterprise	intelligence	data_management	data	service_program	service	natural_language	public_administration	city	locale	knowledge_organization
city	piece_of_land	country	land_site	island_nation	government	locale	state	unicameralism	piece_of_ground	mapmaking	town	landed_property	provincial_capital	local_government
statue	mausoleum	icon	sculpture	precious_stone	wall_panel	suit_of_armor	sculptor	plaster	image	wall	masonry	stained_glass	mural	public_building
person	warehouseman	title	buyer	merchant	account_representative	authorised	conveyance	seller	manufacturer	chief	originator	place_of_business	periodical_publication	mover
mechanical_assembly	circuit_board	electronic_circuit	integrated_circuit	computer_peripheral	electronic_component	printed_circuit	circuit_card	computer_circuit	printed_circuit_board	electrical_device	computing_machine	central_processing_unit	circuitry	memory_device
social_event	group_event	religious_ritual	span	social_occasion	season	religious_ceremony	aging	goes	stays	occasion	social_gathering	kindling	lifetime	nonalcoholic
the_street	mall	credit_union	shop_at	marketplace	shopping_mall	retail_store	laundry	shopping_center	enterprise	voluntary_association	the_mall	convenience	market_place	restaurant
photographic_paper	black_and_white	cyan	films	motion_picture	film	filmstrip	diagrammatically	magenta	figure	textfile	binary_form	color_spectrum	hexagon	illustration
map	mapping	parcel_of_land	tract	cartography	elevation	obstruction	piece_of_land	landed_property	binary_relation	adjacent	mountainous	constructed_structure	body_of_water	roads
political_leader	bodily_function	person	social_control	polity	predisposition	justice	harm	political_organization	social_influence	sexual_relations	decision_maker	disagreement	athlete	predisposed
foodstuff	cereal	liquid_state	utensil	husk	abstract_object	staple	food_product	goody	fluid	sugar	eat_it	metabolic_process	staff_of_life	diet
person	piece_of_work	picture	investigative	electronic_media	private_detective	moving_picture	periodical_publication	work_of_art	novel_adaptation	carnivore	detective	miniature_poodle	movie	writer
moving_picture	person	social_control	studio_album	mass_media	tv_show	communication_medium	album	piece_of_work	picture	making	signaling	social	videogaming	tv_program
transport	constructed_structure	city	space	facility	locale	public_building	land_site	partition	terrain	edifice	structural	piece_of_ground	airfield	mapping
person	enterprise	computer_programme	company	ceo	computer_program	writer	computer_code	firm	proponent	corporate_executive	leader	thinker	corporation	software
storage	picture	shape	container	figure	physical_change	onto	constructed_structure	business_process	fluid	moving	sheet	size	round_shape	form
person	computer_code	computer_program	software	computer_programme	software_program	computing_platform	communication_medium	storage_medium	medium	videogaming	software_package	pc_game	company	software_application
picture	moving_picture	documentary	story	video	television	engrossing	movie	work_of_art	mapmaking	television_program	tv_series	person	point_of_interest	electronic_media
information_processor	video_game	computer_code	games_console	television_receiver	computer_program	computing_machine	game_console	pc_game	app	application	computer_system	computer	electronic_computer	computer_software
person	corporation	company	chief	decision_maker	worker	consultant	honorific	title_of_respect	business_organization	boss	firm	enterprise	nonprofit_organization	personal_name
person	merchant	british_jazz	station	musician	venture	musical_group	company	university	administrator	track	centre	firm	enterprise	town
album	picture_show	clothes	studio_album	clothing	record_album	footgear	bubblegum	wearing_apparel	animal	cigar	energy_source	chicken	fabric	plant_product
software_product	information_processing_system	software	human_language	application_software	transferable	middleware	corporation	legal_person	selectional	pharmaceutically	person	software_company	operating_system	intellectual_property
transportation	ship	weapon_system	weapons_system	platform	nuclear_submarine	military_force	airplane	technical_specification	sailing	transport	tactical_maneuver	mode_of_transport	combatant	crew
person	teacher	writer	decision_maker	honorific	chief	written_document	transmission_channel	the_paper	written	affix	piece_of_work	instructor	political_leader	title_of_respect
person	piece_of_work	research	institute	researcher	social	writer	life	university	journal	foundation	communication_medium	social_control	school	city
person	motorboat	natural_phenomenon	airplane	means_of_transport	diver	pathological_state	ocean	movement	sailboat	videogaming	adventurer	explorer	ship	sportsperson
moving	superior_conjunction	moon	sidereal_month	yarkovsky_effect	binary_system	optical_disk	traveling	forms_of_energy	move	away	vehicle	beam_of_light	travelling	light_beam
athlete	sportsperson	footballer	sport	person	entrant	muscular_contraction	cricketer	contact_sport	competitor	contestant	movement	football_club	olympic_sport	coursing
person	asset	musical_work	data_storage_device	piece_of_work	money	revenue	accountable	beneficiary	occupier	apportioning	paying	next_of_kin	cop	government_activity
computer_software	computer_program	computer_code	computer_programme	software_program	computer	software	computer_language	electronic_computer	systems_software	software_package	utility_software	storage_medium	home_appliance	computer_file
moving_picture	social_control	religiousness	sexual_relation	social	sexual_relations	bodily_function	sociological	violence	socialization	fall_of_man	social_perception	philosophical	sexuality	disagreement
application_program	application_programming_interface	software	java	written	computer_language	code	software_package	software_component	software_program	computer_file	file	language	software_application	electronic_dictionary
musical_composition	java_virtual_machine	designated_place	daemon	network_operating_system	computing_platform	person	linux_distribution	computer_game	programming_language	java	software_component	source_program	ant	multimedia_system
public_company	storage_medium	investor	software_program	electronic_media	person	financial_transaction	computer_file	sound_recording	brokerage_firm	investment_bank	ceo	computer_program	researcher	enterprise
person	article	writer	communication_medium	text	story	journal	transmission_channel	articles	researcher	published	moving_picture	university	titled	locale
person	fashion_designer	high_fashion	picture_show	one_person	dress	foodstuff	female	hairstylist	moving_picture	anatomical_structure	handicraft	weaving	make	pelmet
fault	obstruction	injury	person	mistake	bad_person	end	penalty	killer	killing	signal	offence	hurt	offending	misbehavior
person	sportsperson	hockey_player	leader	sportswoman	corporate_executive	cricketer	youngster	actor	competitor	computing_platform	title	venture	making	benaud
corporation	company	research	statistics	enterprise	researcher	database	profit	data_management	service	periodical_publication	storage_medium	technology	information_network	official_statistics
company	person	computer_program	storage_medium	corporation	data_storage_device	picture	venture	llc	enterprise	computer_code	computer	ceo	software	parent_company
animal	enterprise	sportsperson	computer_programme	sport	videogaming	movement	company	olympic_sport	team	life	type_of_sport	moving_picture	business_process	season
person	storage_medium	written_document	specifications	transmission_channel	picture	legal_principle	investigation	government_agency	moving_picture	picture_show	constructed_structure	legal_proceeding	legal_proceedings	vehicle
flowing	flow	water_system	fluid	chemical_action	water_supply	blockage	irrigational	take_water	form	physical_change	discharge	obstruction	surface	natural_action
application_program	mechanical_assembly	social_event	group_event	storage_medium	meeting_room	person	written_document	receptacle	staff_member	governing_body	first_floor	architectural_element	ground_floor	hall
person	cartoon_character	moving_picture	picture	sickness	book	pic	work_of_art	black_and_white	making	movie	show	film	illness	writer
local_road	container	storage	waste_material	roads	public_road	outlet	record_album	transport	locale	truck	state_highway	storage_medium	hopper	trash
moving_picture	film	athlete	sportsperson	motion_picture	academy_award	person	type_of_sport	work_of_art	movie	picture_show	feature_film	film_making	olympic_sport	tv_series
crack_up	moving_picture	obstruction	topological_space	locale	knowledge_organization	season	picture	green_area	throw	obstacle	function	cartography	sexual_relation	figure
traveling	mapmaking	transferred_property	city	route	locale	cartography	travelling	platform	map	constructed_structure	space	station	transportation	town
appetite_suppressant	cannabis_sativa	herb	eats	sugar_substitute	dietary_supplement	sweet_tooth	carbohydrate	eaten	candy	popular_music	beverage	herbaceous_plant	sexual_relation	confection
sickness	psychoactive_drug	disease	controlled_substance	tranquilliser	drug	disorder	illness	chemical_group	health	bodily_process	pharmaceutical_drug	codeine	asthmador	medicine
university	institute	city	locale	person	enterprise	capital	research	foundation	venture	company	state	town	cartography	academy
home_appliance	peculium	hypothecary	personalty	promisor	consumer	electronic_equipment	cable_television_service	person	mortgagor	communication_medium	storage_medium	telecommunication_equipment	wronging	shopping
moving_picture	sign_system	musical_composition	spectral_colour	work_of_art	show	films	film	dance	impressionist	musical_rhythm	racosperma	image	idiomatic_expression	spectral_color
movement	physical_phenomenon	phenomenon	measure	set_in_motion	understanding	bodily_function	social	physical_system	obstruction	measurable	transportation	person	termination	natural_process
termination	storage_medium	scientific_fact	sexual_relation	technical_specification	good_health	mentation	application	change_of_mind	technology	specifications	expiration	obstruction	sexual_relations	health
person	owner	ship	railroad_car	merchant	chief	leader	boss	businessman	governor	title_of_respect	piece_of_land	monarch	public_administration	parcel_of_land
nonalcoholic	drink	foodstuff	beverage	healthy	consumption	sweet_tooth	healthier	sweets	night_soil	lemonade	tea	alcohol	alcoholic_drink	diet
person	channel	transmission_channel	moving_picture	broadcaster	producer	competitor	storage_medium	transmission	picture_show	venture	record_album	designated_place	vitis_vinifera	season
technology	new	making	transmission	research_and_development	key	investigating	medium	involved	institute	agreement	utilization	knowledge_organization	transfer	disagreement
moving_picture	storage_medium	communication_medium	piece_of_work	person	studio_album	picture	transmission_channel	record_album	cost	audio_signal	storage	the_paper	constructed_structure	measure
animal	mammal	plant	plant_material	poultry	animal_material	plant_food	body_of_water	dairy_cow	eaten	biosystem	form	geologic_era	angiosperm	cow
alcoholic_drink	beverage	dietary_supplement	bitters	stimulant	flavouring	plant_part	rhubarb	simple_sugar	bananas	appetite_suppressant	sweet_tooth	cannabis_sativa	plant	vitis_vinifera
health	natural_process	respiration	illness	medical	adventitious	pharmaceutical_industry	health_economics	natural_scientist	day_labourer	nitrogenous	biotechnologist	health_care	chemist	free_energy
person	combatant	structural_member	armed_forces	withdrawal	signing	the_war	defence	soldier	fighting	thrower	war	warfare	soldiers	rejection
person	public_building	moving_picture	our_town	picture_show	residence	movie	furniture	city	tv_show	transportation	nontheatrical	picture	mercantile_establishment	social_event
transport	tourist	train_station	transportation	chinatown	entertainment	tourism	subway_station	means_of_transportation	platform	shopping	channel	waterbody	railroad_terminal	passenger_transport
surface	transport	body_of_water	carriageway	construction_work	transportation	construction_site	bridges	fluid	boundary	round_shape	designated_place	infrastructure	roadbed	waterway
company	engineering	control	introduction	computer_code	business_organization	data_storage_device	engineering_science	person	computer_program	coding_system	technology	researcher	applied_science	computer_software
person	moving_picture	actor	work_of_art	producer	television_producer	musician	company	picture_show	writer	picture	video	competitor	musical_composition	movie
person	leader	chief	scholar	boss	competitor	enterprise	coach	partnership	bookman	making	research	party	actor	piece_of_work
person	researcher	information_processing_system	enquiry	database	communication_medium	data	mechanical_assembly	dictionary_entry	specifications	connection	piece_of_work	computer_software	intelligence	computing_system
person	physical_phenomenon	physical_system	motion	researcher	personality	worshiper	truth_value	thinker	stigmata	data_storage_device	intellect	explanation	mental_capacity	storage_medium
capital	city	metropolitan	expressway	television_station	public_administration	rail	travelling	municipal_government	language	traveling	body_of_water	locale	province	hamlet
ammonia	chemical_change	sulphur_dioxide	gaseous_state	chemical_process	smog	air_pollutant	gaseous	sulphuric_acid	chemical_group	particulates	chemical_reaction	natural_phenomenon	gas	air_pollution
computer_code	storage_medium	computer_program	electronic_media	computer_software	software	company	person	visual_communication	software_application	data_storage_device	communication_medium	computer_programme	software_package	information_processing_system
person	country	track	city	political_organization	locale	mill	piece_of_ground	moves	moving_picture	possession	capital	republic	communication_medium	picture
season	person	sportsperson	storage	type_of_sport	animal	record_album	obstruction	constructed_structure	topological_space	racing	sport	race	disease	company
person	company	writer	computer_programme	venture	piece_of_work	musician	enterprise	measuring	work_of_art	videogaming	technology	works	moving_picture	computer_software
person	company	enterprise	firm	city	competitor	site	venture	mass_medium	corporation	manager	corporate	medium	piece_of_work	producer
person	movement	gov	installation	move	sport	communication_medium	city	team	warfare	information_processing_system	natural_phenomenon	account	exercising	social
person	writer	moving_picture	company	piece_of_work	city	producer	picture	story	film	work_of_art	project	medium	town	works
political_organization	obstruction	social_control	social	combat	warfare	sociological	political_organisation	government	criminality	written_communication	defensive_measure	tactical_maneuver	communication_medium	criminology
leader	state	person	government	country	authorities	autonomy	school_teacher	governance	gov	state_government	locale	advocate	teacher	business_organization
person	computer_file	piece_of_material	sugar_paper	female	blacking	juncus_textilis	disorder	animal	eight_of_diamonds	gentleman	sugar_candy	preflop	throw	epithet
person	fiction	store	locale	foodstuff	locus	communication_medium	mass_media	health	making	human_language	folk	work_of_art	poetry	performance_appraisal
city	infrastructure	state	government	enterprise	distributing	partnership	providing	authorities	public_building	locale	voluntary_association	private	social_activity	corporation
person	social_control	criminality	crime	violence	social	ethnic_group	electronic_media	woman	political_organization	emotional	homosexual	party	sociological	psychological
woody_plant	plant	herbaceous_plant	pampas_grass	perennial	flowering_tree	willow	ground_cover	cultivated	herbaceous	angiosperm	botanical	red_cedar	leguminosae	flower
function	mechanism	chemical_action	component	phenomenon	mapping	movement	shape	sensing	structural	understanding	locus	prism	natural_phenomenon	mechanical
person	sick_person	incurable	disorder	putting_to_death	abstinent	sickness	medical_care	illness	injury	sexual_relation	word_string	patient	treatment	computer_file
person	computer_programme	computer_program	videogaming	computing_machine	app	pc_game	computer_code	application	video_game_console	software	cartoon_character	channel	moving_picture	computing_platform
movement	bodily_function	stress	pendulum	motion	bodily_structure	function	impotency	mental_strain	tranquilizing	blunted	measure	organ	signal	measuring
parcel_of_land	landholder	piece_of_land	transferred_property	land_site	township	lithostratigraphic_unit	cartography	map	built	freehold	administrative_centre	strata	conveyance	nonfeudal
body_of_water	animal	waterbody	piece_of_land	lake	rivers	locale	elevation	river	parcel_of_land	husbandry	land_site	plot_of_ground	tract	piece_of_ground
record_label	mass_medium	musical_composition	musical	person	music_group	sound_art	piece_of_music	music_genre	musical_work	studio_album	film	interactive_media	album	musical_style
city	elevation	cartography	locale	topological_space	parcel_of_land	piece_of_land	person	composer	tract	piece_of_music	the_city	mapmaking	obstruction	space
function	cartography	storage	mapping	database	healthiness	measuring	enhancement	specifications	productiveness	constructed_structure	obstruction	increase	increasing	application
fluid	protein	biomolecule	food_product	enzyme	proteases	carbohydrate	amino	amino_acid	nucleic	genetic_marker	h2o	disease	glycoprotein	protein_folding
sculptor	type_of_wood	glass	container	icon	foodstuff	chemical_action	function	brick	public_building	lens	storage	biomolecule	constructed_structure	geometric_shape
person	computer_programme	computer_program	videogaming	computing_machine	app	pc_game	computer_code	application	video_game_console	software	computing_platform	software_package	moving_picture	computing_system
picture_show	songster	record_album	carnivore	plant	moving_picture	transmission_channel	studio_album	mammal	mail_order	animal	retail_outlet	services	foodstuff	home_appliance
car_wash	dry_cleaning	housing	dry_cleaner	recreational_vehicle	cleaning_equipment	laundry	revolving_fund	outlet	transportation	trash	property_management	white_goods	home_improvement	cleaning
person	politician	company	leader	worker	venture	boss	firm	competitor	transport	boxer	travelling	mode_of_transport	engineer	vessel
political_organization	school	public_administration	teacher	student	state_school	party	school_superintendent	laborer	club	worker	upper_class	brotherhood	student_athlete	university_student
person	precinct	city	public_building	parcel_of_land	piece_of_ground	picture_show	edifice	estate	locale	mansion_house	dolmen	corner	root	palatial
bodily_process	breathe_out	breathing	unit_of_time	measured_quantity	chemical_reaction	definite_quantity	chemical_action	inhale	muscle_cell	blood_plasma	quantitative_relation	erectile_tissue	blood_serum	variable_quantity
clothing	wearing_apparel	short_sleeve	outerwear	shoes	outer_garment	fabric	clothes	pants	scarf	hosiery	vest	textile	rainwear	footgear
geometric_shape	animal	round_shape	concert_dance	roots	shape	bauhaus	sea	sculpture	sand_castle	type_of_sport	palm_tree	skin_colour	reeds	sport
person	animal	work_of_art	statue	plant_product	dog	piece_of_work	animal_product	artifact	honey	common_man	megalomaniac	goody	boss	painter
environmental_protection	environmental	marine_environment	pollution	environmental_pollution	natural_action	waste_material	biological_research	software_component	biological	transport	mechanism	fluid	application	environmental_condition
scholar	lecturer	instructor	classroom	person	educator	project	literate_person	leader	school	university	educational_institution	public_presentation	grant	learning
person	computer_programme	computer_program	videogaming	computing_machine	app	pc_game	computer_code	application	video_game_console	software	software_package	channel	work_of_art	cartoon_character
person	public_building	city	woody_plant	owner	knowledge_organization	grass_family	storehouse	shape	plant	new_england_town	constructed_structure	roots	communication_medium	sexual_relation
human_language	narrative	linguistics	information_processing_system	psychology	social_psychology	linguistic	teleology	sociology	philosophical	written_language	historical_linguistics	philosophy_of_language	behavioristic	linguistic_description
picture	headbanded	armor	body_armor	chunni	body_armour	tack	wmd	drawing	piece_of_material	knee_pants	plate	expenditure	work_of_art	piece_of_work
person	legislative_body	decision_maker	public_bill	minister	house_of_representatives	exemplification	the_convention	social_communication	legislator	legislative_assembly	forename	joint_committee	governor	justice
person	writer	scholar	athlete	politician	dramatist	poet	novelist	lyricist	fictional_character	business_executive	playwright	sport	educator	moving_picture
health	animal	disease	farmer	husbandry	consumer	consumption	agriculture	illness	vegetarian	person	diet	hygienic	drug	veterinarian
textile	hosiery	clothing	outerwear	apparel_industry	textile_industry	clothes	fabric	undergarments	wearing_apparel	electric_fan	footwear	underwear	work_of_art	dry_clean
country	city	locale	capital	piece_of_land	land_site	parcel_of_land	knowledge_organization	mapmaking	state	gov	person	moving_picture	provincial_capital	governance
journalist	person	newspaper	piece_of_work	daily_newspaper	writer	investigative	print_media	electronic_media	radio_programme	communication_medium	storage_medium	traveler	transmission_channel	periodical_publication
journalist	commentator	person	writer	newspaper_columnist	intelligence	honorable	politician	justice	hypocrite	broadcaster	newscaster	animal	air	animus
transportation	transport	ship	mode_of_transport	city	town	railroad_station	means_of_transportation	railroad_terminal	locale	outlying	township	road_transport	residential_district	local_government
plant	perennial	woody_plant	herbaceous_plant	cultivated	animal	binomial_name	angiosperm	herb	leguminosae	the_seed	annual_plant	woody	cultivated_plant	native_plant
paranormal	telepathy	psychic_phenomena	recording	bodily_function	video	subconscious	video_recording	data_storage_device	person	pic	psychic	investigation	tv_program	unconscious_mind
person	communication_medium	telecommunication_system	systems_software	electronic_dictionary	linguistic_unit	interface	computer_programme	bodily_process	storage_medium	software_framework	database_management_system	computer_code	transmission_channel	symbolisation
record_album	transmission_channel	studio_album	moving_picture	audio_signal	album	recording	cartography	mapmaking	social_control	locale	communication_medium	motion_picture	locus	knowledge_organization
person	putting_to_death	misdeed	negligence	obstruction	criminal_offense	gainful	negligent	wilful	accessary	arrest	impediment	transgressor	assimulate	disability
mechanical_assembly	circuit_board	electrical_device	electrostatic_discharge	manufacturer	microcircuit	electronic_circuit	oem	data_storage_device	networkable	supplier	electrical_connection	terminal	electronic_hardware	storage_medium
person	actor	filmmaker	sailor	competitor	film_maker	moving_picture	film_director	musician	television_producer	youngster	writer	transport	tv_series	one_person
person	writer	boss	technologist	artisan	nib	painter	software_program	case_history	teacher	book	merchandiser	text	legal_name	engineering_science
person	hearsay	wrongness	good_person	talker	honesty	empathy	honest	truthtelling	questioning	choice_of_words	social_psychology	reasoning	attack	soldier
person	team	competitor	physical_phenomenon	sport	moving_picture	team_sport	moves	movement	enterprise	knowledge_organization	videogaming	musical_group	sportsperson	channel
person	wearing_apparel	clothing	shoes	clothes	fabric	outer_garment	endomorph	fictitious_character	suit_of_clothes	precious_stone	textile	tire	dry_clean	piece_of_material
person	professor	worker	economist	scholar	heart_surgeon	university_professor	geneticist	researcher	agriculturist	lecturer	educator	colleague	biography	foundation
image	person	plant	natural_phenomenon	animal	researcher	work_of_art	art_class	picture	images	digital_image	art_student	photographic	pic	bizarreness
person	political_organization	party	political_party	justice	journalist	republic	political_organisation	speech	political	electronic_media	country	freedom	lawgiver	thought_process
bodily_function	sexual_relations	disorder	atherosclerosis	arteriosclerosis	defilement	animal	morbid	sickness	impotency	sexual_relation	disease	psychosis	invasive	unfitness
corporation	enterprise	company	business_organization	person	business_organisation	communication_medium	service	knowledge_organization	connection	business_establishment	corporate	centre	utility	transmission_channel
person	journalist	weapon	obstruction	retribution	combatant	vindictiveness	provocation	attacking	arresting	soldier	anger	armored_vehicle	warfighter	opposing
person	piece_of_work	writer	company	enterprise	computer_programme	producer	television_producer	project	work_of_art	moving_picture	musician	corporation	computer_scientist	venture
cremation	practiced	animal	group_event	material_culture	worldly_possessions	temple	cloister	wealth	religious_ritual	person	symbolic_representation	alms	interventive	religious_ceremony
cost	expending	money	storage_medium	measure	in_the_money	research	pay_off	investment	paying	technology	benefits	increase	making	transferred_property
person	tribe	vitis_vinifera	roman_emperor	saxons	conqueror	title_of_respect	principality	augustus	patrician	feudal_system	persians	honorific	king	roman
tract	parcel_of_land	cartography	locale	constructed_structure	map	topological_space	site	adjudication	passageway	main_road	public_building	connection	piece_of_land	specifications
sport	portfolio	piece_of_work	fund	sportsperson	enterprise	corporation	track_and_field	venture	bets	writer	competition	asset	partnership	company
public_building	furniture	constructed_structure	exterior	tenement	mansard	wall	drapes	brick	walls	wall_panel	partition	residence	carpet	subway_station
city	person	capital	transportation	new_town	public_administration	surname	town	mapmaking	university	route	school	sport	leadership	instructor
athlete	fraternity	person	sportsperson	black_belt	sportswoman	athletic_competition	team_sport	social_event	scholar	type_of_sport	track_and_field	student	participant	association
